Id,DateReceived,ReceivedQ,DateValid,Authority,Constituency,AppType,AppCategory,StatsCategory,Urban_Rural,HousingType,RenewableType,Proposal,Location,Easting,Northing,Status@31Mar,Decision_Withdrawal,DecisionIssuedDate,DecidedQ,DateWithdrawn,WithdrawnQ,processingtime_wks,Live@31Mar,timeinsystem
C/2014/0326/F,20/08/2014,,20/08/2014,Causeway Coast and Glens,EAST LONDONDERRY,Full,Local,Other,Urban, , ,"First floor extension to south facing side of premises, new fenestration to front elevation and internal alterations: variation of condition 4 (development shall be carried in accordance with approved drawings) of planning permission C/2013/0418/F to refer to new drawings permitting minor amendments to the approved development comprising addition of air conditioning condenser units, steel guard rails to roof terrace and elevational alterations.",Neptune and Prawn Restaurant and Bar  54 Kerr Street  Portrush,"285,530","440,900",Approved,Approved,15/06/2017,Q1,,,140.4,, 
C/2014/0507/F,15/12/2014,,15/12/2014,Causeway Coast and Glens,EAST LONDONDERRY,Full,Local,Residential,Rural: Countryside,Rural other (countryside), ,Proposed additional 9 no. caravan plots accessed through existing holiday park roads,Golf Links Holiday Park  Bushmills Road  Portrush,"286,872","439,938",Approved,Approved,09/03/2018,Q4,,,160.8,, 
C/2015/0127/F,20/03/2015,,20/03/2015,Causeway Coast and Glens,EAST LONDONDERRY,Full,Local,Civic,Rural: Countryside, ,Solar panels,"Installation of 0.95mw of photovoltaic panels to generate electricity, on solar park ground mounting systems.",380m North West of Northstone Croaghan Quarry  Shinny Road  Macosquin,"278,967","426,330",Approved,Approved,19/07/2017,Q2,,,115.6,, 
D/2015/0047/F,23/02/2015,,23/02/2015,Causeway Coast and Glens,NORTH ANTRIM,Full,Local,Residential,Rural: Settlement,Rural housing developments (settlement), ,Construction of 12 no. Domestic Dwellings.,Tullyview  Corkey Road  Loughguile  Ballymena  Co. Antrim  BT44 9JY.,"308,437","425,247",Approved,Approved,10/04/2017,Q1,,,106,, 
E/2011/0088/F,05/04/2011,,05/04/2011,Causeway Coast and Glens,NORTH ANTRIM,Full,Major,Civic,Rural: Countryside, ,Wind farm,"proposed development comprises 4 wind turbines of base-to-blade height 99.5m with ancillary developments including turbine transformers, turbine hardstands, widening and strengthening of existing tracks, construction of new access tracks and junctions, communications antennae, an electrical control building, underground electrical cables and communications lines connecting wind turbines to the electrical control building, permanent meteorological mast and on-site drainage works, and all ancillary and associated works on site (9.2 MW)",Carneatly Townland  Ballycastle  Co Antrim,"308,717","439,710",Pending, ,,,,,,1,12 months and over
H/2009/0264/O,06/05/2009,,13/05/2009,Strategic Planning Division,MID ULSTER,Outline,Major,Residential,Rural: Countryside,Rural housing developments (countryside), ,"Demolition of unlisted buildings to facilitate the heritage led regeneration (restoration and retention of listed mill buildings) of the former William Clark and Sons Linen Mill complex incorporating: residential development, leisure and recreational uses, community facilities including museum/exhibition space and other associated site works.(Additional Drawings)","Former William Clark & Sons Ltd, Upperlands, Maghera Co Londonderry","287,047","404,963",Pending, ,,,,,,1,12 months and over
H/2009/0270/F,06/05/2009,,27/05/2009,Strategic Planning Division,MID ULSTER,Full,Major,Residential,Rural: Countryside,Rural housing developments (countryside), ,"Works to listed buildings to include: the extension, and conversion of the former Art Deco Building into a new factory (extending to 4,030 sq metres); change of use and retention of 1a for car parking; change of use and retention of 14a as a communal space; change of use and refurbishment of buildings 3a and 13a to create 18 apartments; alterations and extension of 2 existing dwellings - buildings 2a and 21a; change of use, extension and refurbishment of buildings 4b, 4c, 4e and 25a for museum/exhibition space and other associated site works.(Additional Drawings)","Former William Clark & Sons Ltd, Upperlands, Maghera Co Londonderry","287,048","404,966",Pending, ,,,,,,1,12 months and over
H/2009/0271/LB,06/05/2009,,27/05/2009,Strategic Planning Division,MID ULSTER,Listed Building Consents,Major,Mixed Use,Rural: Countryside, , ,"Works to listed buildings to include: the extension, and conversion of the former Art Deco Building into a new factory (extending to 4,030 sq metres); change of use and retention of 1a for car parking; change of use and retention of 14a as a communal space; change of use and refurbishment of buildings 3a and 13a to create 18 apartments; alterations and extension of 2 existing dwellings - buildings 2a and 21a; change of use, extension and refurbishment of buildings 4b, 4c, 4e and 25a for museum/exhibition space and other associated site works.","Former William Clark & Sons Ltd, Upperlands Maghera, Co Londonderry","287,048","404,962",Pending, ,,,,,,1,12 months and over
H/2013/0114/F,21/03/2013,,21/03/2013,Mid Ulster,MID ULSTER,Full,Local,Civic,Rural: Countryside, ,Single wind turbine,Erection of 250kw wind turbine at hub height of 31m (Submission of Noise Impact Assessment),150m North West of 14 Curragh Road  Maghera,"288,054","400,514",Refused,Refused,06/04/2017,Q1,,,201.6,, 
H/2013/0253/F,05/07/2013,,05/07/2013,Mid Ulster,MID ULSTER,Full,Local,Civic,Rural: Countryside, ,Single wind turbine,Proposed Wind Turbine (250kw - 40m to hub with 31m dia.rotors),Approx. 525m NW of No. 150 Tirkane Road  Maghera,"281,714","404,087",Refused,Refused,06/07/2017,Q2,,,199.4,, 
H/2013/0296/F,12/08/2013,,12/08/2013,Mid Ulster,MID ULSTER,Full,Major,Change of Use,Rural: Countryside, , ,"Reinstatement and extension of previously approved storage area, lorry and trailer park to facilitate reorganisation of precast products and increased variety of stock products, colour and size with no increase in existing site production area. Relocation of existing external block and brick production area (5200m2) to proposed new area (4320m2) with original being reused for product display, product finishing, product and plant storage, vehicle storage and recyclable material waste and storage.  Retention of existing product display, product finishing, product and plant storage, vehicle storage and recycable material waste storage. (Amended Noise report received)",Creagh Concrete Products Ltd  Creagh Industrial Park  Blackpark Road  Toomebridge,"296,566","391,100",Approved,Approved,05/10/2017,Q3,,,207,, 
H/2013/0307/F,15/08/2013,,15/08/2013,Mid Ulster,MID ULSTER,Full,Local,Civic,Rural: Countryside, ,Single wind turbine,Proposed Wind Turbine with a 40m Hub Height and 30m Rotor Diameter with a Maximum Output not Exceeding 250kw to Serve for Export to the Grid,400m SW of No. 25 Brackagh Lane  Moneymore,"282,290","388,945",Withdrawn,Withdrawn,,,08/01/2018,Q4,219,, 
H/2014/0024/F,28/01/2014,,28/01/2014,Mid Ulster,MID ULSTER,Full,Local,Residential,Urban,Urban housing developments, ,"4no houses, including access and adoptable road",The grounds of 1 Loves Road Magherafelt,"290,820","390,274",Pending, ,,,,,,1,12 months and over
H/2014/0119/F,03/04/2014,,03/04/2014,Mid Ulster,MID ULSTER,Full,Local,Civic,Rural: Countryside, ,Hydroelectricity,To develop a microhydro electricity generating renewable energy system (58Kw) on the Glengomna Water. Electricity to be exported to the grid.,Turbine house 150m SE of 91 Bancran Road Draperstown. Intake structure 1300m NW of turbine house on Glengoma Water,"272,366","393,501",Pending, ,,,,,,1,12 months and over
H/2014/0154/F,29/04/2014,,29/04/2014,Mid Ulster,MID ULSTER,Full,Local,Agricultural,Rural: Countryside, , ,Proposed additional 1no poultry house and feed bins to house approximately 8000 birds to accompany existing houses on site,150m North East of 20 Newferry Road  Bellaghy  BT45 8ND,"298,625","398,530",Pending, ,,,,,,1,12 months and over
H/2014/0158/O,30/04/2014,,30/04/2014,Mid Ulster,MID ULSTER,Outline,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Proposed site for farm dwelling,45m North of 29 Moneysallin Road Kilrea,"291,539","409,562",Withdrawn,Withdrawn,,,12/12/2017,Q3,180.6,, 
H/2014/0382/RM,17/10/2014,,17/10/2014,Mid Ulster,MID ULSTER,Reserved Matters,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), , Farm dwelling and garage,60m west of 26 Ballydermot Road Bellaghy BT45 8BZ,"295,656","394,824",Pending, ,,,,,,1,12 months and over
H/2014/0385/F,23/10/2014,,23/10/2014,Mid Ulster,MID ULSTER,Full,Local,Residential,Urban,Urban housing developments, ,Residential development consisting of 5No. detached dwellings and 6No.semidetached dwellings including associated road works and landscaping,Site located approximately 60m South West of 13 Coolshinney Road Magherafelt BT45 5JF,"288,801","389,650",Pending, ,,,,,,1,12 months and over
H/2014/0399/F,04/11/2014,,04/11/2014,Mid Ulster,MID ULSTER,Full,Local,Agricultural,Rural: Countryside, , ,Proposed pig fattening shed with feed bin (to contain 900 pork pigs) (Supporting information received),Land off Cahore Road approx. 100m East of 11A Tonaght Road  Draperstown,"277,942","392,324",Refused,Refused,15/12/2017,Q3,,,155.4,, 
H/2014/0445/F,18/12/2014,,18/12/2014,Mid Ulster,MID ULSTER,Full,Major,Civic,Rural: Countryside, , ,"Proposed changing pavillion, new cover to standing area, 3G pitch surface, fencing, new replacement floodlights and dugouts and associated groundworks",Tobermore FC  20 Maghera Road  Magherafelt  Tobermore,"283,559","397,370",Withdrawn,Withdrawn,,,03/05/2017,Q1,117.4,, 
H/2015/0010/F,15/01/2015,,15/01/2015,Mid Ulster,MID ULSTER,Full,Local,Agricultural,Rural: Countryside, , ,Proposed Stables and Tack Store,Approx. 70m NW of 175 Glen Road  Maghera,"282,612","400,732",Pending, ,,,,,,1,12 months and over
H/2015/0014/F,16/01/2015,,16/01/2015,Mid Ulster,MID ULSTER,Full,Local,Residential,Rural: Settlement,Rural housing developments (settlement), ,Proposed renewal of approved housing development H/2009/0646/F,Off School Lane to the rear of No. 7 Mayogall Road  Gulladuff,"290,096","399,368",Pending, ,,,,,,1,12 months and over
H/2015/0032/F,09/02/2015,,09/02/2015,Mid Ulster,MID ULSTER,Full,Local,Residential,Urban,Urban housing developments, ,4 no. dwellings and associated site works (Amended plans and house types),Land to the East of Manor Lane  Magherafelt  BT45 6QD,"289,567","389,334",Approved,Approved,07/07/2017,Q2,,,120,, 
H/2015/0054/F,27/02/2015,,27/02/2015,Mid Ulster,MID ULSTER,Full,Local,Commercial,Rural: Settlement, , ,"Proposed extension to front of existing agricultural sales yard to provide farm shop, canteen and additional livestock pens",Adjacent to 57 Magherafelt Road Draperstown,"279,135","394,542",Approved,Approved,05/04/2017,Q1,,,104.6,, 
H/2015/0068/F,09/03/2015,,09/03/2015,Mid Ulster,MID ULSTER,Full,Local,Change of Use,Urban, , ,"Proposed change of use from basement carparking to supermarket unit to include new mall and  amended service  yard at existing Meadow lane Shopping Centre, Moneymore Road, Magherafelt",Meadowlane Shopping Centre  Moneymore Road Magherafelt,"289,530","390,460",Pending, ,,,,,,1,12 months and over
H/2015/0082/O,23/03/2015,,23/03/2015,Mid Ulster,MID ULSTER,Outline,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Proposed Dwelling and Domestic Garage,60m SW of 14 Tullynagee Road  Moneymore  Magherafelt,"284,816","385,345",Pending, ,,,,,,1,12 months and over
I/2012/0398/F,05/11/2012,,05/11/2012,Mid Ulster,MID ULSTER,Full,Local,Civic,Rural: Countryside, ,Single wind turbine,Retention of 'as constructed' 11kw Gaia wind turbine with a 18.4m hub height (To supersede previously approved 20kw C & F turbine on 20m tower). (Revised Noise report submitted),Approx 103m SW of 29 Crancussy Road  Cookstown,"267,484","378,497",Approved,Approved,27/07/2017,Q2,,,235,, 
I/2013/0194/F,26/06/2013,,26/06/2013,Mid Ulster,MID ULSTER,Full,Local,Residential,Urban,Urban housing developments, ,Proposed 4no. semi detached dwellings and 1 no. detached dwelling and widening of approved archway under I/2013/0193/F at Oldtown Street. (amended description ),To the rear of 65-69 Oldtown Street  Cookstown,"281,110","378,740",Approved,Approved,08/06/2017,Q1,,,196.8,, 
I/2013/0246/F,05/08/2013,,05/08/2013,Mid Ulster,MID ULSTER,Full,Local,Residential,Urban,Urban housing developments, ,"Demolition of existing dwelling/out buildings and the construction of 10 no semi detached, 2 storey, 3 bedroom dwellings (20 no units) plus 2 detached, 2 storey, 2 bedroom apartments (4 units). 24 new starter units.",Opposite and adjacent to 9 Strifehill Road Coolkeeghan Cookstown,"280,630","376,087",Pending, ,,,,,,1,12 months and over
I/2014/0074/F,07/03/2014,,07/03/2014,Mid Ulster,MID ULSTER,Full,Local,Industrial,Rural: Countryside, , ,Proposed alteration of existing access and laneway,To the rear of 51 Knockinroe Road Stewartstown Dungannon BT71 5LX,"285,243","375,846",Approved,Approved,27/06/2017,Q1,,,164.2,, 
I/2014/0246/F,18/07/2014,,18/07/2014,Mid Ulster,MID ULSTER,Full,Local,Industrial,Rural: Countryside, , ,Proposed retention of engineering workshop to include store and ancillary accommodation and storage yard,55  Knockanroe Road  Cookstown,"285,279","375,890",Approved,Approved,28/06/2017,Q1,,,146.8,, 
I/2014/0393/F,10/12/2014,,10/12/2014,Mid Ulster,MID ULSTER,Full,Local,Residential,Rural: Countryside,Rural housing developments (countryside), ,"Erection of 3 pairs of semi-detached dwellings and 2 detached dwellings, associated site works (8 residential units in total)",11 Killeenan Road  Cookstown,"272,391","378,435",Approved,Approved,20/06/2017,Q1,,,125.2,, 
I/2014/0413/F,29/12/2014,,29/12/2014,Mid Ulster,MID ULSTER,Full,Major,Civic,Rural: Countryside, ,Wind farm,"Construction & Operation of a  Windfarm comprising 5 no. three bladed wind turbines with a maximum base blade to tip height of 126.5 metres. Ancillary developments include a permanent lattice anemometer mast of 80 metres height; turbine transformers; turbine bases, foundations and hardstands; widening and strengthing of existing tracks and construction of new access tracks, junctions and turning areas; a 33kV switch room control building with communications equipment, car parking and compound area; underground electrical cables and communication lines connecting wind turbines to the switch room control building; on site drainage works; upgrade of an existing entrance off Beltonanean Road for light vehicle use, use of the existing entrance to Davagh Forest off Slaght Road for main infrastructure traffic, with access tracks options through Davagh Forest; temporary set down areas, temporary material deposition areas, temporary construction compound; and all ancillary and associated development and infrastructure including general and excavation works at Beltonanean. The proposed development also includes temporary works along the transport route to facilitate the delivery of turbine components including a realignment of a section of the Feegarran Road and widening of the junction of Feegarran and Slaght Roads, in the townlands of Ballynagilly and Beltonanean,",Beltonanean  Ballynasollus  Beleevna-More and Ballynagilly Townlands  Cookstown  Co Tyrone,"271,389","383,186",Refused,Refused,24/11/2017,Q3,,,145.2,, 
I/2015/0054/F,18/02/2015,,18/02/2015,Mid Ulster,MID ULSTER,Full,Local,Agricultural,Rural: Countryside, , ,Proposed pig fattening shed with feed bin (to contain 1500 pork pigs),Land approx 185m south east of 15 Knockanroe Road  Tullyconnell  Cookstown  BT80 8SR,"284,607","374,680",Pending, ,,,,,,1,12 months and over
I/2015/0105/F,23/03/2015,,23/03/2015,Mid Ulster,MID ULSTER,Full,Local,Residential,Urban,Urban housing developments, ,Erection of 16 no semi detached dwellings,Opposite and 15m East of 19 Westland Road  Cookstown,"280,373","378,251",Approved,Approved,02/05/2017,Q1,,,104.8,, 
J/2003/0087/F,11/02/2003,,11/02/2003,Derry and Strabane,WEST TYRONE,Full,Major,Civic,Rural: Countryside, , ,Raise height of  4 No. central bays to existing store No. 3 permission being sought at present for waste transfer storage. (J/2002/0443/F),"76 Strabane Road, Newtownstewart, Co Tyrone.","237,418","387,139",Withdrawn,Withdrawn,,,03/11/2017,Q3,744.6,, 
J/2007/0416/F,18/06/2007,,04/09/2007,Derry and Strabane,WEST TYRONE,Full,Major,Industrial,Rural: Countryside, , ,"The phased extension to an existing sand and gravel pit including the regularisation of an area of excavated bedrock within the south eastern section of the existing permitted quarry, phased restoration, relocation of existing washing plant and associated settlement lagoons and final restoration of the entire extraction area to agricultural grass lands (AMENDED NOISE REPORT RECEIVED)","360m North East of 35 Castlewarren Road, Donemana, Co. Tyrone (Church Hill & Fawney Townlands), BT82 0PJ","245,696","405,026",Pending, ,,,,,,1,12 months and over
