Id,DateReceived,ReceivedQ,DateValid,Authority,Constituency,AppType,Classification,StatsCategory,Urban_Rural,HousingType,RenewableType,Proposal,SiteAddress,Easting,Northing,Status@31Mar,Decision_Withdrawal,DecisionIssuedDate,DecidedQ,DateWithdrawn,WithdrawnQ,processingtime_wks,Live@31Mar,timeinsystem
LA02/2019/0042/F,21/01/2019,Q4,21/01/2019,Mid and East Antrim,NORTH ANTRIM,Full,Local,Residential,Urban,Urban housing developments, ,Demolition of existing dwelling and erection of 4 no. apartments,28 Fenaghy Road Galgorm,"307,709","402,561",Pending, ,,,,,,1,< 6 months
LA02/2019/0046/F,21/01/2019,Q4,21/01/2019,Mid and East Antrim,NORTH ANTRIM,Full,Local,Agricultural,Rural: Countryside, , ,  Retrospective permission for shed to house biomass boiler and incillary equipment,21 Ballymontenagh Road Gracehill,"306,739","399,870",Approved,Approved,04/03/2019,Q4,,,6.0,, 
LA03/2019/0045/F,21/01/2019,Q4,22/01/2019,Antrim and Newtownabbey,SOUTH ANTRIM,Full,Local,Residential,Urban,Urban other, ,"14no dwellings (Change of House Type A sites, 2, 3, 4, 7, 8, 14, 15, 16, 18, 19, 20, 21, 22, 23 from that previously approved under Planning Reference U/2014/0090/F)",17 Ballyhenry Road  Glengormley  Newtownabbey  Co. Antrim  BT36 5AX,"330,585","383,271",Pending, ,,,,,14.0,1,< 6 months
LA03/2019/0046/O,21/01/2019,Q4,21/01/2019,Antrim and Newtownabbey,SOUTH ANTRIM,Outline,Local,Residential,Rural: Settlement,Rural housing developments (settlement), ,Construction of 2no. 2 storey dwellings and adjustment to the road existing entrance,10m west of 107b Old Coach Road  Templepatrick  Ballyclare  BT39 0HA,"326,393","384,031",Pending, ,,,,,14.2,1,< 6 months
LA03/2019/0047/F,21/01/2019,Q4,23/01/2019,Antrim and Newtownabbey,EAST ANTRIM,Full,Local,Residential,Urban,Urban extensions and alterations, ,Single storey rear extension,12 Rosemount Crescent  Newtownabbey  BT37 0NH,"335,026","384,515",Approved,Approved,26/02/2019,Q4,,,4.8,, 
LA03/2019/0049/F,21/01/2019,Q4,21/01/2019,Antrim and Newtownabbey,SOUTH ANTRIM,Full,Local,Residential,Rural: Countryside,Replacement single rural dwellings (countryside), ,Replacement dwelling and domestic garage,140m east of 9a Creggan Road  Cranfield  Randalstown  BT41 3LN,"305,885","386,411",Approved,Approved,29/03/2019,Q4,,,9.6,, 
LA03/2019/0052/O,21/01/2019,Q4,28/01/2019,Antrim and Newtownabbey,SOUTH ANTRIM,Outline,Local,Residential,Rural: Countryside,Replacement single rural dwellings (countryside), ,Replacement dwelling with a new access via Lowtown Road (Amended address),Site approx. 40m SE of 40 Lowtown Road  Templepatrick,"326,118","385,108",Pending, ,,,,,13.8,1,< 6 months
LA03/2019/0053/F,21/01/2019,Q4,21/01/2019,Antrim and Newtownabbey,SOUTH ANTRIM,Full,Local,Residential,Urban,Urban extensions and alterations, ,Proposed sunroom and porch to rear of existing dwelling,8 Rathmena Park  Ballyclare  BT39 9HY,"328,296","391,604",Pending, ,,,,,13.6,1,< 6 months
LA03/2019/0057/F,21/01/2019,Q4,21/01/2019,Antrim and Newtownabbey,BELFAST NORTH,Full,Local,Mixed Use,Urban, , ,"Proposed change of use of ground floor vacant retail unit to funeral directors, viewing rooms and chapel of rest, including alterations to shop front, extension to rear, provision of car parking, new boundary fence and all other associated site works (in substitution for previously approved scheme LA03/2018/0154/F)",12 Portland Avenue  Glengormley  BT36 5EY and vacant hardstanding opposite (formerly No. 7 Portland Avenue),"331,771","382,344",Approved,Approved,22/03/2019,Q4,,,8.6,, 
LA04/2019/0166/F,21/01/2019,Q4,22/01/2019,Belfast,BELFAST EAST,Full,Local,Change of Use,Urban, , ,Change of use from apartments to serviced apartments (retrospective application),Wandsworth House  17 Wandsworth Parade  Belfast  BT4 3FW.,"338,279","374,180",Pending, ,,,,,11.4,1,< 6 months
LA05/2019/0047/F,21/01/2019,Q4,21/01/2019,Lisburn and Castlereagh,LAGAN VALLEY,Full,Local,Residential,Urban,Urban extensions and alterations, ,Single storey extension to rear of dwelling,52 Belsize Meadows  Lisburn  BT27 4LL,"326,721","367,119",Approved,Approved,26/02/2019,Q4,,,5.2,, 
LA05/2019/0049/O,21/01/2019,Q4,21/01/2019,Lisburn and Castlereagh,LAGAN VALLEY,Outline,Local,Residential,Rural: Countryside,Replacement single rural dwellings (countryside), ,Proposed garage and off site replacement dwelling by 30 metres of dwelling at 80 Ballynahinch Road to location 30 metres north of 80 Ballynahinch Road,80 Ballynahinch Road  Derry  Dromara  BT25 2AL,"330,287","351,428",Pending, ,,,,,,1,< 6 months
LA05/2019/0050/F,21/01/2019,Q4,21/01/2019,Lisburn and Castlereagh,LAGAN VALLEY,Full,Local,Residential,Rural: Countryside,Replacement single rural dwellings (countryside), ,Proposed replacement dwelling and garage.,39 Ballyworfy Road  Hillsborough,"327,172","358,710",Approved,Approved,28/02/2019,Q4,,,5.6,, 
LA05/2019/0051/F,21/01/2019,Q4,22/01/2019,Lisburn and Castlereagh,BELFAST SOUTH,Full,Local,Residential,Urban,Urban extensions and alterations, ,Single storey extension to rear,38 Blenheim Park  Carryduff  BT8 8NN,"336,685","365,349",Approved,Approved,28/03/2019,Q4,,,9.2,, 
LA05/2019/0065/F,21/01/2019,Q4,21/01/2019,Lisburn and Castlereagh,LAGAN VALLEY,Full,Local,Residential,Rural: Countryside,Rural extensions and alterations (countryside), ,"Retention of radio masts marked A&B and proposed radio mast C - Height of mast a: 15m, height of mast b: 8.625m, height of mast c: 25m",2 Legaterriff Road  Ballinderry Upper  Lisburn,"316,257","368,312",Pending, ,,,,,,1,< 6 months
LA06/2019/0050/F,21/01/2019,Q4,04/02/2019,Ards and North Down,NORTH DOWN,Full,Local,Commercial,Urban, , ,Craft shop and workshop at ground level. Apartment at first and second floor for applicant. Increase size of existing display window and provide glazed extension at rear,28 Grays Hill  Bangor  BT20 3BB,"350,174","381,776",Pending, ,,,,,,1,< 6 months
LA06/2019/0054/F,21/01/2019,Q4,21/01/2019,Ards and North Down,NORTH DOWN,Full,Local,Residential,Urban,Urban other, ,"Sites 41-43, 3no. two-storey detached dwellings with integral garages. Change of house type to previously approved application (W/2002/0548/F)",Lands 9.5m East of 36 Hanover Hill  13m East of 38 Hanover Hill  54.3m North East of 18 Hanover Hill  16.7m North West of 12 Fernbank Park and 13m West of 3 Fernbank Heights  Bangor,"352,155","380,685",Pending, ,,,,,,1,< 6 months
LA06/2019/0055/F,21/01/2019,Q4,24/01/2019,Ards and North Down,NORTH DOWN,Full,Local,Residential,Rural: Settlement,Rural extensions and alterations (settlement), ,Retrospective permission for 2no new entrance pillars,22 Donaghadee Road Groomsport (At entrance to laneway between 7 Cove Lane and 2 Andrews Shorefield,"354,469","383,404",Approved,Approved,25/03/2019,Q4,,,8.2,, 
LA06/2019/0056/F,21/01/2019,Q4,21/01/2019,Ards and North Down,NORTH DOWN,Full,Local,Change of Use,Urban, , ,"Change of use from 2no. storage units to 2no non food retail units, including new shop fronts new render finish to external walls and increased height to front and side parapet walls.",Storage units to rear of 51-53 High Street Bangor BT20 5BE,"350,716","382,020",Pending, ,,,,,,1,< 6 months
LA06/2019/0057/F,21/01/2019,Q4,21/01/2019,Ards and North Down,NORTH DOWN,Full,Local,Agricultural,Rural: Countryside, , ,Single-storey rear extension to existing self-catering unit,76A Cootehall Road Bangor BT19 1UW,"347,364","380,725",Pending, ,,,,,,1,< 6 months
LA07/2019/0105/F,21/01/2019,Q4,21/01/2019,"Newry, Mourne and Down",SOUTH DOWN,Full,Local,Change of Use,Rural: Countryside, , ,"New, walking, non-bitmac community trails",Seaforde Plantation Wood  Seaforde  Downpatrick  Co Down  BT30 8PG,"340,752","342,477",Pending, ,,,,,,1,< 6 months
LA07/2019/0106/F,21/01/2019,Q4,21/01/2019,"Newry, Mourne and Down",SOUTH DOWN,Full,Local,Change of Use,Rural: Countryside, , ,"New multi use, non bitmac community trails",Drumkeeragh Forest  Drumnaquoile Road  Ballynahinch  Co Down  BT24,"333,075","346,403",Pending, ,,,,,,1,< 6 months
LA07/2019/0107/F,21/01/2019,Q4,21/01/2019,"Newry, Mourne and Down",SOUTH DOWN,Full,Local,Change of Use,Rural: Countryside, , ,"New multi use, non bitmac community trail",Drumkeeragh Forest  Drumnaquoike Road  Ballynahinch  Co Down  BT24,"333,815","346,435",Pending, ,,,,,,1,< 6 months
LA07/2019/0108/F,21/01/2019,Q4,21/01/2019,"Newry, Mourne and Down",SOUTH DOWN,Full,Local,Change of Use,Rural: Countryside, , ,"New multi use, non bitmac community trails",Drumkeeragh Forest  Drumnaquoile Road  Ballynahinch  Co Down  BT24,"333,332","346,809",Pending, ,,,,,,1,< 6 months
LA07/2019/0109/F,21/01/2019,Q4,21/01/2019,"Newry, Mourne and Down",SOUTH DOWN,Full,Local,Change of Use,Rural: Countryside, , ,"New multi use, non bitmac community trails",Drumkeeragh Forest,"333,579","346,620",Pending, ,,,,,,1,< 6 months
LA07/2019/0110/F,21/01/2019,Q4,21/01/2019,"Newry, Mourne and Down",SOUTH DOWN,Full,Local,Change of Use,Rural: Countryside, , ,"Walking, non-bitmac community trails",Corry Wood  Station Road  Castlewellan,"335,242","336,651",Pending, ,,,,,,1,< 6 months
LA07/2019/0111/F,21/01/2019,Q4,21/01/2019,"Newry, Mourne and Down",SOUTH DOWN,Full,Local,Change of Use,Rural: Countryside, , ,"Walking, non-bitmac community trails",Corry Wood  Station Road  Castlewellan,"335,398","336,454",Pending, ,,,,,,1,< 6 months
LA07/2019/0112/F,21/01/2019,Q4,21/01/2019,"Newry, Mourne and Down",SOUTH DOWN,Full,Local,Change of Use,Rural: Countryside, , ,"Walking, non-bitmac community trails",Drumkeeragh Forest  Drumnaquoile Road  Ballynahinch,"332,996","346,231",Pending, ,,,,,,1,< 6 months
LA07/2019/0113/F,21/01/2019,Q4,21/01/2019,"Newry, Mourne and Down",SOUTH DOWN,Full,Local,Change of Use,Rural: Countryside, , ,"Walking, non-bitmac community trails",Drumkeeragh Forest  Drumnaquoile Road  Ballynahinch,"333,992","346,898",Pending, ,,,,,,1,< 6 months
LA07/2019/0115/F,21/01/2019,Q4,21/01/2019,"Newry, Mourne and Down",SOUTH DOWN,Full,Local,Change of Use,Rural: Countryside, , ,"Walking, non-bitmac community trails",Tievenadarragh Forest  Newcastle Road  Drumaness,"340,280","346,637",Pending, ,,,,,,1,< 6 months
LA07/2019/0116/F,21/01/2019,Q4,21/01/2019,"Newry, Mourne and Down",SOUTH DOWN,Full,Local,Change of Use,Rural: Countryside, , ,"Walking, non-bitmac community trails",Tievenadarragh Forest  Newcastle Road Drumaness,"340,331","346,197",Pending, ,,,,,,1,< 6 months
LA07/2019/0137/F,21/01/2019,Q4,21/01/2019,"Newry, Mourne and Down",SOUTH DOWN,Full,Major,Agricultural,Rural: Countryside, , ,Proposed animal shelter and fodder store,Land approx. 32m south east of 17 Rann Road  Annacloy  Downpatrick  BT30 9AP,"345,307","347,705",Pending, ,,,,,,1,< 6 months
LA07/2019/0145/F,21/01/2019,Q4,21/01/2019,"Newry, Mourne and Down",NEWRY AND ARMAGH,Full,Local,Residential,Rural: Countryside,Replacement single rural dwellings (countryside), ,Proposed replacement dwelling and garage,34 Kilmonaghan Road  Jerrettspass  Newry  BT35 6QD,"306,720","331,437",Pending, ,,,,,,1,< 6 months
LA07/2019/0146/F,21/01/2019,Q4,21/01/2019,"Newry, Mourne and Down",SOUTH DOWN,Full,Local,Residential,Rural: Countryside,Replacement single rural dwellings (countryside), ,Proposed replacement dwelling and domestic garage using existing unaltered access to public road,60m NE of 70 Glenloughan Road  Kilkeel  Co. Down,"325,656","317,207",Pending, ,,,,,,1,< 6 months
LA07/2019/0147/F,21/01/2019,Q4,21/01/2019,"Newry, Mourne and Down",NEWRY AND ARMAGH,Full,Local,Residential,Rural: Countryside,Rural extensions and alterations (countryside), ,Proposed single and 2 storey extensions to side and rear of existing dwelling,38a Newry Road  Crossmaglen  Newry  BT35 9BW,"292,008","315,871",Pending, ,,,,,,1,< 6 months
LA07/2019/0148/F,21/01/2019,Q4,21/01/2019,"Newry, Mourne and Down",SOUTH DOWN,Full,Local,Residential,Rural: Countryside,Rural extensions and alterations (countryside), ,Single storey side extension,21 Dougans Road  Kilkeel  BT34 4HN,"329,042","316,814",Approved,Approved,15/03/2019,Q4,,,7.8,, 
LA07/2019/0156/F,21/01/2019,Q4,21/01/2019,"Newry, Mourne and Down",NEWRY AND ARMAGH,Full,Local,Agricultural,Rural: Countryside, , ,"Free range organic poultry shed with 4no feed bins, a storage shed and associated site works (poultry shed to contain 24,000 free range organic egg laying hens)",Approximately 150m south east of 51 Ballydogherty Road  Poyntzpass  Newry,"303,129","336,105",Pending, ,,,,,,1,< 6 months
LA07/2019/0161/F,21/01/2019,Q4,21/01/2019,"Newry, Mourne and Down",NEWRY AND ARMAGH,Full,Local,Other,Urban, , ,"Public Realm Improvement Scheme to include upgrading of paving and kerbing of existing street pedestrian footpaths, new street lighting scheme, street furniture, and all associated works including new pedestrian path in St. Colman's Park.",Hill Street  O'Hagan Street  Mill Street  Bridge Street  John Mitchel Place and St Colman's Park  Newry,"308,566","326,172",Pending, ,,,,,,1,< 6 months
LA07/2019/0162/F,21/01/2019,Q4,21/01/2019,"Newry, Mourne and Down",SOUTH DOWN,Full,Local,Residential,Urban,Urban extensions and alterations, ,Proposed games room and store,1 Millfield Manor  Kilkeel  BT34 4BN,"330,914","314,917",Pending, ,,,,,,1,< 6 months
LA07/2019/0163/F,21/01/2019,Q4,21/01/2019,"Newry, Mourne and Down",NEWRY AND ARMAGH,Full,Local,Residential,Rural: Countryside,Rural extensions and alterations (countryside), ,Proposed single storey rear extension and internal alterations to dwelling,2 Bleary Bungalows  Corrinshigo  Newry  Co. Armagh  BT35 8PT,"306,747","326,586",Pending, ,,,,,,1,< 6 months
LA07/2019/0184/F,21/01/2019,Q4,21/01/2019,"Newry, Mourne and Down",NEWRY AND ARMAGH,Full,Local,Civic,Urban, , ,The proposed development fitout of the first floor plan to include pool room & toilets.  Ground floor entrance doors to bar and first floor stairway replaced.  First floor door to pool room replaced.,36 Hill Street  opposite Newry Cathedral  Newry,"308,517","326,327",Pending, ,,,,,,1,< 6 months
LA07/2019/0189/LBC,21/01/2019,Q4,21/01/2019,"Newry, Mourne and Down",NEWRY AND ARMAGH,Listed Building Consents,Local,Other,Urban, , ,Proposed refurbishment of first floor pool room & first floor toilet area.  Ground floor entrance doors to bar and first floor replaced.  First floor door to pool room replaced.,36 Hill Street  opposite Newry Cathedral  Newry,"308,516","326,327",Pending, ,,,,,,1,< 6 months
LA07/2019/0193/F,21/01/2019,Q4,22/01/2019,"Newry, Mourne and Down",NEWRY AND ARMAGH,Full,Local,Residential,Rural: Countryside,Rural other (countryside), ,Change of House Type in substitution for that previously approved under P/2009/0719/F,Lands approx. 27m South East of 21 Mullaghans Road  Mullaghbawn  Newry  BT35 9UX,"299,078","322,467",Pending, ,,,,,,1,< 6 months
LA07/2019/0251/LBC,21/01/2019,Q4,21/01/2019,"Newry, Mourne and Down",SOUTH DOWN,Listed Building Consents,Local,Other,Urban, , ,Alterations to main entrance and car parking,Slieve Donard Hotel  Downs Road  Newcastle,"337,975","331,643",Pending, ,,,,,,1,< 6 months
LA08/2019/0097/O,21/01/2019,Q4,21/01/2019,"Armagh, Banbridge and Craigavon",NEWRY AND ARMAGH,Outline,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Proposed site for dwelling and garage (Policy CTY8).,Lands 115m East of No. 53 Ennislare Road  Ennislare  Armagh  BT60 2AX,"286,973","340,770",Pending, ,,,,,,1,< 6 months
LA08/2019/0099/O,21/01/2019,Q4,21/01/2019,"Armagh, Banbridge and Craigavon",UPPER BANN,Outline,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Site for infill dwelling.,Between House No's 126 & 126a Moy Road  Portadown  BT62 1SA,"295,804","355,419",Pending, ,,,,,,1,< 6 months
LA08/2019/0102/LBC,21/01/2019,Q4,21/01/2019,"Armagh, Banbridge and Craigavon",NEWRY AND ARMAGH,Listed Building Consents,Local,Other,Urban, , ,Proposed 4no. supported living units with existing car parking to disused garden.,To rear of 5 St Marks Place  The Mall  Armagh  BT61 9BH,"287,949","345,339",Pending, ,,,,,,1,< 6 months
LA08/2019/0105/O,21/01/2019,Q4,21/01/2019,"Armagh, Banbridge and Craigavon",NEWRY AND ARMAGH,Outline,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Site for dwelling and garage,Lands approximately 50m northwest of No. 28 Slaterock Road  Newtownhamilton  BT35 0HF,"290,369","333,150",Pending, ,,,,,13.8,1,< 6 months
LA08/2019/0106/O,21/01/2019,Q4,21/01/2019,"Armagh, Banbridge and Craigavon",UPPER BANN,Outline,Local,Residential,Rural: Countryside,Replacement single rural dwellings (countryside), ,Site for replacement dwelling,26 Derrycarne Road  Derrycorry  Portadown  BT62 1PT,"300,722","357,559",Pending, ,,,,,,1,< 6 months
LA08/2019/0107/F,21/01/2019,Q4,21/01/2019,"Armagh, Banbridge and Craigavon",UPPER BANN,Full,Local,Residential,Rural: Countryside,Rural extensions and alterations (countryside), ,Single storey rear flat roof extension to existing dwelling.,29a Derrycarne Road  Portadown  BT62 1PT,"301,018","357,568",Approved,Approved,12/03/2019,Q4,,,7.2,, 
LA08/2019/0109/O,21/01/2019,Q4,22/01/2019,"Armagh, Banbridge and Craigavon",UPPER BANN,Outline,Local,Residential,Urban,New single urban dwellings, ,Proposed site for dwelling.,To the rear of 10 Kilvergan Road  Lurgan  BT66 6LF,"304,917","358,816",Pending, ,,,,,,1,< 6 months
LA08/2019/0110/F,21/01/2019,Q4,21/01/2019,"Armagh, Banbridge and Craigavon",NEWRY AND ARMAGH,Full,Local,Civic,Rural: Settlement, , ,Demolition of single storey dwelling and construction of a 28 No. space car park with associated site works and landscaping for Mullavilly Primary School.,48 Mullavilly Road  Tandragee  Craigavon  BT62 2LX,"301,021","348,253",Pending, ,,,,,16.2,1,< 6 months
LA08/2019/0111/O,21/01/2019,Q4,22/01/2019,"Armagh, Banbridge and Craigavon",UPPER BANN,Outline,Local,Residential,Rural: Countryside,Rural housing developments (countryside), ,Proposed infill site for dwelling house (Reduced scheme),Site adjacent to no. 39 and opposite no. 34 Aghacommon  Embankment  Lurgan  BT66 6LH,"303,937","358,721",Pending, ,,,,,,1,< 6 months
LA08/2019/0114/F,21/01/2019,Q4,21/01/2019,"Armagh, Banbridge and Craigavon",NEWRY AND ARMAGH,Full,Local,Residential,Rural: Countryside,Rural housing developments (countryside), ,Erection of 2 dwellings (infill site for 2no. 3 bedroom semi-detached dwellings),Lands approximately 22m north east of 100 Navan Fort Road  Armagh  BT60 4PR,"283,925","344,680",Pending, ,,,,,14.2,1,< 6 months
LA08/2019/0115/F,21/01/2019,Q4,23/01/2019,"Armagh, Banbridge and Craigavon",FERMANAGH AND SOUTH TYRONE,Full,Local,Other,Rural: Settlement, , ,"Works include; Refurbishment of existing retaining walls, footpaths, car park, removal/replacement of existing jetty with new floating jetty/ramps, creation of vegetated wall and creation of new lighting columns.",Verners Bridge Amenity Area. Lands adjacent River Blackwater / M1 Motorway. Irish grid reference: H 88240 61107,"288,286","361,119",Pending, ,,,,,,1,< 6 months
LA09/2019/0074/O,21/01/2019,Q4,21/01/2019,Mid Ulster,FERMANAGH AND SOUTH TYRONE,Outline,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Proposed dwelling and domestic garage on infill site No.2 (planning policy CTY8),Lands between 59-63 Bovean Road  Dungannon,"286,142","360,156",Pending, ,,,,,,1,< 6 months
LA09/2019/0075/O,21/01/2019,Q4,21/01/2019,Mid Ulster,MID ULSTER,Outline,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Proposed dwelling on a farm,Land 70m East of 23 Lisnagleer Road  Carland  Dungannon,"278,570","369,414",Pending, ,,,,,,1,< 6 months
LA09/2019/0076/O,21/01/2019,Q4,21/01/2019,Mid Ulster,FERMANAGH AND SOUTH TYRONE,Outline,Local,Residential,Rural: Countryside,Rural housing developments (countryside), ,Proposed infill site for 2 dwellings with garage and associated site works,72m North os 223 Trewmount Road  Moy,"285,027","357,074",Pending, ,,,,,,1,< 6 months
LA09/2019/0077/O,21/01/2019,Q4,21/01/2019,Mid Ulster,FERMANAGH AND SOUTH TYRONE,Outline,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Proposed dwelling and domestic garage on infill site No.1 (planning policy CTY8),Lands between 59 and 63 Bovean Road  Dungannon,"286,128","360,141",Pending, ,,,,,,1,< 6 months
LA09/2019/0078/F,21/01/2019,Q4,21/01/2019,Mid Ulster,FERMANAGH AND SOUTH TYRONE,Full,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Proposed dwelling and garage on a farm,105m North of 189 Eglish Road  Dungannon,"278,209","354,183",Pending, ,,,,,15.4,1,< 6 months
LA09/2019/0081/LBC,21/01/2019,Q4,21/01/2019,Mid Ulster,MID ULSTER,Listed Building Consents,Local,Other,Rural: Countryside, , ,Listed Build Consent for holding and stabilisation works to building 3a and 3b following recent fire damage. Works in accordance with structural engineers report and drawings and as described in the Design Access and Heritage Statement This is a revised application to the works previously approved in LA09/2017/1203/LBC,Buildings 3A and 3B (G and G1) Lands located between Kilrea Road  Macknagh  Road. Upperlands on site known as William Clark's Linen Mills  The Green  Upperlands,"287,092","404,897",Pending, ,,,,,10.4,1,< 6 months
LA09/2019/0088/F,21/01/2019,Q4,21/01/2019,Mid Ulster,MID ULSTER,Full,Local,Residential,Rural: Countryside,Rural extensions and alterations (countryside), ,"One pair of pillar 1.4m height, 6m back of main road extension to curtilage at rear of house to facilitate a future garage. (amended description)",18 Killybearn Road  Cookstown,"284,675","378,445",Pending, ,,,,,,1,< 6 months
LA10/2019/0113/LBC,21/01/2019,Q4,21/01/2019,Fermanagh and Omagh,FERMANAGH AND SOUTH TYRONE,Listed Building Consents,Local,Other,Urban, , ,Demolition of dwelling and creation of pupil's waiting area,8 Belmore Street  Enniskillen,"223,810","344,073",Pending, ,,,,,,1,< 6 months
LA10/2019/0114/F,21/01/2019,Q4,21/01/2019,Fermanagh and Omagh,FERMANAGH AND SOUTH TYRONE,Full,Local,Change of Use,Urban, , ,Demolition of dwelling and creation of pupils waiting area,8 Belmore Street  Enniskillen,"223,810","344,072",Pending, ,,,,,,1,< 6 months
LA10/2019/0115/F,21/01/2019,Q4,21/01/2019,Fermanagh and Omagh,FERMANAGH AND SOUTH TYRONE,Full,Local,Commercial,Rural: Countryside, , ,Storage building,78 Ballyconnell Road  Derrylin,"227,837","325,428",Approved,Approved,25/03/2019,Q4,,,8.8,, 
LA10/2019/0128/F,21/01/2019,Q4,21/01/2019,Fermanagh and Omagh,FERMANAGH AND SOUTH TYRONE,Full,Local,Residential,Urban,Urban other, ,2 Storey dwelling with detached domestic garage-amended siting and design to previous approval LA10/2018/1026/RM for same,Immediately South West of 17 Crest Road  Derrychara  Enniskillen,"224,098","343,243",Approved,Approved,07/03/2019,Q4,,,6.6,, 
LA02/2019/0045/F,22/01/2019,Q4,22/01/2019,Mid and East Antrim,NORTH ANTRIM,Full,Local,Residential,Rural: Countryside,Rural extensions and alterations (countryside), ,Domestic shed and extension to domestic curtilage (retrospective),81 Hillmount Road  Cullybackey  Ballymena,"304,994","407,695",Approved,Approved,21/02/2019,Q4,,,4.4,, 
LA03/2019/0048/A,22/01/2019,Q4,22/01/2019,Antrim and Newtownabbey,EAST ANTRIM,Consent to Display,Local,Other,Urban, , ,"Wall mounted, illuminated advertisement sign",30 Bridge Road  Newtownabbey  BT37 0EG,"334,244","384,441",Approved,Approved,06/02/2019,Q4,,,2.2,, 
LA03/2019/0054/F,22/01/2019,Q4,22/01/2019,Antrim and Newtownabbey,SOUTH ANTRIM,Full,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Proposed single dwelling,60m north east of 84 Largy Road  Crumlin,"310,604","375,797",Pending, ,,,,,15.6,1,< 6 months
LA03/2019/0055/A,22/01/2019,Q4,22/01/2019,Antrim and Newtownabbey,SOUTH ANTRIM,Consent to Display,Local,Other,Rural: Countryside, , ,"1 x totem, 2 x entrance panel signs, 4 x high level building signs",Land on corner of Airport Road and Antrim Road  Aldergrove  Crumlin,"314,930","381,103",Pending, ,,,,,,1,< 6 months
LA04/2019/0172/F,22/01/2019,Q4,22/01/2019,Belfast,BELFAST SOUTH,Full,Local,Residential,Urban,Urban extensions and alterations, ,Demolition of rear return. Single storey rear extension.,66 Marlborough Park South  Belfast  BT9 6HW.,"332,698","371,354",Pending, ,,,,,15.6,1,< 6 months
LA04/2019/0173/F,22/01/2019,Q4,22/01/2019,Belfast,BELFAST EAST,Full,Local,Residential,Urban,Urban extensions and alterations, ,Single storey rear extension.,68 Kingsway Park  Tullycarnet  Belfast  BT5 7EX.,"339,787","373,260",Approved,Approved,05/03/2019,Q4,,,6.0,, 
LA04/2019/0174/F,22/01/2019,Q4,22/01/2019,Belfast,BELFAST EAST,Full,Local,Residential,Urban,Urban extensions and alterations, ,Demolition of existing garage. Erection of 2 storey rear extension.,19 Kingsland Park  Gilnahirk  Belfast  BT5 7FB.,"339,892","373,071",Pending, ,,,,,15.2,1,< 6 months
LA04/2019/0175/F,22/01/2019,Q4,22/01/2019,Belfast,BELFAST EAST,Full,Local,Residential,Urban,Urban extensions and alterations, ,2 storey rear extension and single storey rear extension with associated site works.,34 Kensington Drive  Belfast  BT5 6NU.,"339,180","373,122",Approved,Approved,26/02/2019,Q4,,,5.0,, 
LA04/2019/0176/F,22/01/2019,Q4,22/01/2019,Belfast,BELFAST EAST,Full,Local,Change of Use,Urban, , ,Change of use from a shop to a hot food takeaway,182 Connsbrook Avenue  Belfast  BT4 1JY,"336,976","374,939",Pending, ,,,,,12.6,1,< 6 months
LA05/2019/0053/F,22/01/2019,Q4,22/01/2019,Lisburn and Castlereagh,LAGAN VALLEY,Full,Local,Other,Urban, , ,Single storey rear extension to dwelling to provide disabled user WC & shower room facilities,23 Jubilee Avenue  Lisburn  BT28 1EB,"325,754","363,805",Approved,Approved,26/02/2019,Q4,,,5.0,, 
LA05/2019/0055/F,22/01/2019,Q4,22/01/2019,Lisburn and Castlereagh,LAGAN VALLEY,Full,Local,Other,Urban, , ,Single storey front/side extension to dwelling to provide disabled user w/c and shower room and ramp access to front.,66 Roseville Park  Lisburn  BT27 4XU,"327,497","364,536",Approved,Approved,26/02/2019,Q4,,,5.0,, 
LA05/2019/0064/F,22/01/2019,Q4,22/01/2019,Lisburn and Castlereagh,LAGAN VALLEY,Full,Local,Residential,Urban,Urban housing developments, ,-Residential development consisting of 9 no houses and 12 no apartments & associated site works,Site at junction of Kingsway and Yew Tree Walk  Dunmurry,"328,805","368,183",Pending, ,,,,,,1,< 6 months
LA05/2019/0082/LBC,22/01/2019,Q4,25/01/2019,Lisburn and Castlereagh,STRANGFORD,Listed Building Consents,Local,Other,Rural: Countryside, , ,1Proposed single storey rear extension to provide an accessible W.C,54 Gransha Road  Gransha  Comber  BT23 5QA.,"341,308","368,986",Approved,Approved,15/03/2019,Q4,,,7.0,, 
LA06/2019/0059/F,22/01/2019,Q4,22/01/2019,Ards and North Down,NORTH DOWN,Full,Local,Residential,Urban,Urban extensions and alterations, ,New-build garage,87 Beechfield Avenue  Bangor  BT19 7ZX,"349,602","378,779",Approved,Approved,21/03/2019,Q4,,,8.2,, 
